uniprot_id,phig_id
A0A086IQC3,PHIG:210
B5Y1W2,PHIG:211
W9BQ45,PHIG:212
A0A1C1TY69,PHIG:213
B5XR94,PHIG:214
A0A0H2ZNN3,PHIG:215
Q9A0G6,PHIG:216
A0A0N7IDU3,PHIG:217
P9WJD7,PHIG:218
Q9P927,PHIG:219
P0AA34,PHIG:220
Q5KIC2,PHIG:221
Q5KFG8,PHIG:222
J9VXM5,PHIG:223
P0CP76,PHIG:224
A0A0F6AZ30,PHIG:225
G2X1Q3,PHIG:226
E9EJG5,PHIG:227
E9F2M8,PHIG:228
I6Y461,PHIG:229
J9VNP9,PHIG:230
Q01168,PHIG:231
P0DJP3,PHIG:232
Q8Y448,PHIG:233
Q8Y6G6,PHIG:234
A7U5T7,PHIG:235
A1AEN2,PHIG:236
P71622,PHIG:237
P71623,PHIG:238
G5EH22,PHIG:239
G4N9Z0,PHIG:240
E3KNM7,PHIG:241
Q7ZA26,PHIG:242
Q0GYW2,PHIG:243
Q0GYW4,PHIG:244
Q837J2,PHIG:245
Q835K0,PHIG:246
Q82Z99,PHIG:247
Q82ZG1,PHIG:248
Q836U7,PHIG:249
Q836D0,PHIG:250
P18177,PHIG:251
Q8X1A2,PHIG:252
Q00909,PHIG:253
Q2PEN8,PHIG:254
Q2PEP0,PHIG:255
A0A2K9YVY7,PHIG:256
A0A1D5VHV3,PHIG:257
G4N0Z0,PHIG:258
G4N184,PHIG:259
G5EI08,PHIG:261
G5EHH0,PHIG:262
Q51WZ9,PHIG:263
I1S9X9,PHIG:264
A0A2H3HA93,PHIG:265
I1S1W5,PHIG:266
O04678,PHIG:267
D0MVC9,PHIG:268
F9X6V3,PHIG:269
F9XFI6,PHIG:270
F9XQ63,PHIG:271
F9XD62,PHIG:272
F9X2M4,PHIG:273
F9XMW3,PHIG:274
F9X701,PHIG:275
F4J339,PHIG:276
M4B6G6,PHIG:277
A0A0E0SJI5,PHIG:278
A0A3B5YY12,PHIG:279
A0A3B6HVQ9,PHIG:280
A0A3B6ITE6,PHIG:281
I1RX89,PHIG:282
A0A3B6JHD1,PHIG:283
A0A3B5ZUX1,PHIG:284
A0A3B5Y122,PHIG:285
A0JC82,PHIG:286
A0JC80,PHIG:287
A0A507D1H9,PHIG:288
Q336X9,PHIG:289
Q5NBT9,PHIG:290
Q9LKJ9,PHIG:291
Q0DHH6,PHIG:292
Q6Z437,PHIG:293
G4MXR2,PHIG:294
A0A0P0XNE4,PHIG:295
Q10M41,PHIG:296
G4MY67,PHIG:298
Q4X1W0,PHIG:301
P05231,PHIG:302
Q4WZA8,PHIG:303
B0Y6V5,PHIG:304
P01584,PHIG:305
E9QYP0,PHIG:306
I1RB03,PHIG:307
F9WWD1,PHIG:308
Q8TG19,PHIG:309
I1RRW0,PHIG:310
Q7DLS4,PHIG:311
Q00363,PHIG:312
G4MWY1,PHIG:313
A0A0W0EUL3,PHIG:314
A0A0W0FPC8,PHIG:315
A0A385MIS5,PHIG:316
F2SG60,PHIG:317
Q7DC82,PHIG:318
O69753,PHIG:319
Q7DC81,PHIG:320
P25084,PHIG:321
O69754,PHIG:322
P54292,PHIG:323
P54291,PHIG:324
Q820A5,PHIG:325
Q9HWH1,PHIG:326
Q9I2J9,PHIG:327
Q9S508,PHIG:328
P0DPC1,PHIG:329
Q9HZE4,PHIG:330
Q51559,PHIG:331
P33883,PHIG:332
G3XCV4,PHIG:333
P0DPB9,PHIG:334
A0A0K6FU48,PHIG:335
B8NFL5,PHIG:336
B8NUK6,PHIG:337
B8N2C8,PHIG:338
A0A0L0W290,PHIG:340
A0A0L0V3D9,PHIG:341
A0A1D6GNR3,PHIG:342
A0A0D1DWQ2,PHIG:343
F9XHX3,PHIG:344
F9XMT4,PHIG:345
A0A3B6RF20,PHIG:347
A0A076VC28,PHIG:348
C3UZE5,PHIG:349
W5AB81,PHIG:350
A9JX75,PHIG:351
P08505,PHIG:352
Q9I1W9,PHIG:353
P10145,PHIG:354
Q9HUS5,PHIG:355
D0NKT5,PHIG:356
D0NPN8,PHIG:357
Q5I6L5,PHIG:358
A0A224ATS2,PHIG:359
Q5I6L8,PHIG:360
Q5EEY5,PHIG:361
Q5I6L7,PHIG:362
Q5I6L6,PHIG:363
G4N549,PHIG:364
P9WP65,PHIG:365
A0A1D8PGB7,PHIG:366
I6X8R2,PHIG:367
A0A386NHW9,PHIG:368
A0A4T2HBP6,PHIG:369
B0XQR1,PHIG:370
O60034,PHIG:371
Q8P8Q1,PHIG:372
I1RRS3,PHIG:373
G4ND53,PHIG:374
G4ZLE6,PHIG:375
P15795,PHIG:376
A0A085TMV5,PHIG:377
Q9KVH0,PHIG:378
A0A0H3NMH7,PHIG:379
Q0PND3,PHIG:380
G4N492,PHIG:381
G4NGA7,PHIG:382
G4NBI7,PHIG:383
G4NEK6,PHIG:384
G4NBI6,PHIG:385
G4NJL1,PHIG:386
G4MQZ9,PHIG:387
G4MZY1,PHIG:388
S8GFS1,PHIG:389
A0A125YP03,PHIG:390
Q9X668,PHIG:391
A0A390LLR3,PHIG:392
W8U4X9,PHIG:393
W8US24,PHIG:394
W8U4S5,PHIG:395
W8TW76,PHIG:396
W8TRT9,PHIG:397
A0A3M8WT54,PHIG:398
A0A0C6DRX4,PHIG:399
A0A390C306,PHIG:400
A0A2Y2A0B5,PHIG:401
W8U6D4,PHIG:402
W8TUA3,PHIG:403
A0A3A5M417,PHIG:404
H9BRP9,PHIG:405
W8TWD5,PHIG:406
W8UWD7,PHIG:407
W8TTB7,PHIG:408
Q875L7,PHIG:409
Q5A1L6,PHIG:410
G5EHM3,PHIG:411
A0A1C3YK53,PHIG:412
S7WCF1,PHIG:413
A0A0F6AWY4,PHIG:414
A0A0F6B630,PHIG:415
A0A0F6B0Y7,PHIG:416
A0A0F6B0Y6,PHIG:417
A0A0F6B8P3,PHIG:418
Q87Y16,PHIG:419
A0A6N3S5J5,PHIG:420
L0PR31,PHIG:421
J9W340,PHIG:422
A0A090BEA2,PHIG:423
A0A0D5YLV4,PHIG:424
A0A090C282,PHIG:425
A0A0D5YLC8,PHIG:426
A0A090B8T6,PHIG:427
A0A0D5YKR5,PHIG:428
A0A090BCG3,PHIG:429
A0A090B6B0,PHIG:430
A0A384K208,PHIG:431
Q8X116,PHIG:432
A0A384K232,PHIG:433
Q9C2Y1,PHIG:434
A0A0H2JIX0,PHIG:435
A0A0D1JQ96,PHIG:436
Q2FYQ0,PHIG:437
Q7A5Q2,PHIG:438
Q9I5W4,PHIG:439
P9WQE9,PHIG:440
P9WF41,PHIG:441
P9WQE7,PHIG:442
A0A0T9DH93,PHIG:443
Q7BLQ1,PHIG:444
O97336,PHIG:445
Q92213,PHIG:446
A7EP87,PHIG:447
G4N027,PHIG:448
G4N7T3,PHIG:449
G4MQR5,PHIG:450
G4N4F9,PHIG:451
G4NJD1,PHIG:452
G4N3R9,PHIG:453
G4N3L5,PHIG:454
G4N1A3,PHIG:455
G4MU85,PHIG:456
O00933,PHIG:457
A1E140,PHIG:458
C9K1M7,PHIG:459
Q8L361,PHIG:460
Q8L360,PHIG:461
Q6IWN3,PHIG:462
C4XXN5,PHIG:463
C4Y985,PHIG:464
A1TJR0,PHIG:465
B8NSN6,PHIG:466
G2WU90,PHIG:467
Q51917,PHIG:468
K3W145,PHIG:469
K3V8W0,PHIG:470
K3V9P2,PHIG:471
B4E9E8,PHIG:472
B4EM00,PHIG:473
B4ED05,PHIG:474
B4EBK3,PHIG:475
B4EI45,PHIG:476
B4E974,PHIG:477
B4EKM4,PHIG:478
B4EA36,PHIG:479
B4ECX9,PHIG:480
B4ED36,PHIG:481
B4ENE7,PHIG:482
B4EGX2,PHIG:483
B4E6H5,PHIG:484
B4ENC8,PHIG:485
B4EQ30,PHIG:486
B4EM50,PHIG:487
B4EGR5,PHIG:488
B4E7D8,PHIG:489
B4EGR6,PHIG:490
B4EH58,PHIG:491
B4EJP6,PHIG:492
B4EM14,PHIG:493
B4EKR9,PHIG:494
B4E8Q7,PHIG:495
B4E944,PHIG:496
G2XAE9,PHIG:497
E3QPY3,PHIG:498
E3QKK8,PHIG:499
G4MSW9,PHIG:500
W9ZT25,PHIG:501
Q836D3,PHIG:502
A0A384JBC5,PHIG:503
A0A088U4K2,PHIG:504
A0A1V2Y2U7,PHIG:505
B4EMD0,PHIG:506
A0A1V2WCB4,PHIG:507
B4EMD2,PHIG:508
B4E598,PHIG:509
B4E5A0,PHIG:510
B4E5A2,PHIG:511
A0A088UAI6,PHIG:512
A0A1D8PIE8,PHIG:513
G2XD29,PHIG:514
J9VQF6,PHIG:515
Q4WRY5,PHIG:516
P08331,PHIG:517
G4NG12,PHIG:518
G4MMY4,PHIG:519
G5EHD8,PHIG:520
A0A2P1AAZ2,PHIG:521
D5MTG5,PHIG:522
A4IVU5,PHIG:523
Q8J0E3,PHIG:524
Q6WP53,PHIG:525
F6K8L6,PHIG:526
F6K8L7,PHIG:527
F6K8L5,PHIG:528
Q9P8P2,PHIG:529
O59897,PHIG:530
Q4PET9,PHIG:531
Q4PET8,PHIG:532
J9VE33,PHIG:533
D6XQY8,PHIG:534
A0A1D9QMN1,PHIG:535
A7EXS0,PHIG:536
Q833J1,PHIG:537
Q8NZ78,PHIG:538
P9WHZ9,PHIG:539
Q93NK4,PHIG:540
Q93NK0,PHIG:541
Q93NJ9,PHIG:542
I1RNL0,PHIG:543
I1RJD6,PHIG:544
F2Z6H2,PHIG:545
A0A098DG50,PHIG:546
I1RQL4,PHIG:547
Q69FA8,PHIG:548
G4MPB7,PHIG:549
G4MRB4,PHIG:550
G4MS28,PHIG:551
G5EGV6,PHIG:552
G4MMH7,PHIG:553
G4NGH0,PHIG:554
G4NC32,PHIG:555
Q71YZ2,PHIG:556
Q8Y6V6,PHIG:557
A0A0B8R3T8,PHIG:558
Q8Y6K7,PHIG:559
A0A194VSE0,PHIG:560
A0A194VJP7,PHIG:561
A0A0M4AQD6,PHIG:562
A0A194VVU3,PHIG:563
B0Y9W4,PHIG:564
G4YQK3,PHIG:565
Q5ABP4,PHIG:566
A3M771,PHIG:567
Q1KS35,PHIG:568
S7UPV8,PHIG:569
A0A177DXG4,PHIG:570
Q5YCW8,PHIG:571
A0A0J9VGQ5,PHIG:572
I1S411,PHIG:573
I1S7V7,PHIG:574
I1S9D3,PHIG:575
I1S799,PHIG:576
I1RTA2,PHIG:577
I1RX58,PHIG:578
I1S480,PHIG:579
I1S8D7,PHIG:580
I1RGP1,PHIG:581
I1S5C7,PHIG:582
I1RLG7,PHIG:583
A0A7G5JNW9,PHIG:584
Q4PGI9,PHIG:585
Q8NJX2,PHIG:586
A0A0D2XH67,PHIG:587
A0A0H3KC25,PHIG:588
A0A806GD53,PHIG:589
J4VW09,PHIG:590
Q2YK03,PHIG:591
Q2YKP4,PHIG:592
I7F9U1,PHIG:593
Q4WAU2,PHIG:594
A0A125YJQ7,PHIG:595
A0A125YWK4,PHIG:596
A0A125YVB8,PHIG:597
S7UQL8,PHIG:598
S7UXS8,PHIG:599
S7UT91,PHIG:600
A0A125YYI5,PHIG:601
A0A125YQQ2,PHIG:602
A0A125YRV6,PHIG:603
S7V5D0,PHIG:604
Q4WQI8,PHIG:605
Q88AM7,PHIG:606
P29138,PHIG:607
D2TV59,PHIG:608
E3QNW8,PHIG:609
E3QHX9,PHIG:610
G1UAE0,PHIG:611
Q4HZS8,PHIG:612
Q8Y759,PHIG:613
Q8Y557,PHIG:614
A0A1S6JYV9,PHIG:615
A6RI22,PHIG:616
A7ESB3,PHIG:617
A0A0K0GJ58,PHIG:618
A0A0K0GN93,PHIG:619
G0X7Z5,PHIG:620
G0X7V8,PHIG:621
G0X877,PHIG:622
Q4PDC7,PHIG:623
Q4PHG7,PHIG:624
Q4PHG8,PHIG:625
Q4PDC5,PHIG:626
G0X7F0,PHIG:627
G3CK43,PHIG:628
G0X7N7,PHIG:629
Q4PBP0,PHIG:630
Q4PBN8,PHIG:631
Q4PCH1,PHIG:632
Q4PBN9,PHIG:633
Q4PF15,PHIG:634
Q4PCH0,PHIG:635
Q4PF16,PHIG:636
Q4PF13,PHIG:637
Q4PF14,PHIG:638
Q4PF11,PHIG:639
Q4PF12,PHIG:640
G0X7U3,PHIG:641
G0X7Y7,PHIG:642
G0X863,PHIG:643
G0X828,PHIG:644
G0X7M7,PHIG:645
G3CK14,PHIG:646
G3CK59,PHIG:647
Q4P8E9,PHIG:648
G3CK16,PHIG:649
Q4P8E7,PHIG:650
Q4P8E8,PHIG:651
Q4P0Z2,PHIG:652
Q4PBI0,PHIG:653
Q4P0Z0,PHIG:654
Q4P0Z1,PHIG:655
Q4PCG9,PHIG:656
G0X7X3,PHIG:657
G0X854,PHIG:658
G0X7T6,PHIG:659
Q4P815,PHIG:660
Q4P816,PHIG:661
Q4P813,PHIG:662
Q4P814,PHIG:663
G3CJY5,PHIG:664
Q4P811,PHIG:665
G0X7P5,PHIG:666
G0X815,PHIG:667
Q4P812,PHIG:668
Q4P810,PHIG:669
G3CK22,PHIG:670
G0X7L8,PHIG:671
G3CK64,PHIG:672
Q4P819,PHIG:673
Q4P817,PHIG:674
Q4P9L1,PHIG:675
Q4P818,PHIG:676
Q4P9L2,PHIG:677
Q4PBH3,PHIG:678
Q4PBH8,PHIG:679
Q4PBH6,PHIG:680
G0X7S0,PHIG:681
G0X840,PHIG:682
Q4PBH5,PHIG:683
G0X801,PHIG:684
G0X7W8,PHIG:685
G0X7S7,PHIG:686
G0X847,PHIG:687
G3CJZ1,PHIG:688
G0X806,PHIG:689
G3CK30,PHIG:690
G3CJZ9,PHIG:691
G0X7K9,PHIG:692
X0J1D8,PHIG:693
Q6FWN0,PHIG:694
Q6FMU4,PHIG:695
Q6FIZ3,PHIG:696
Q92410,PHIG:697
Q6FLU4,PHIG:698
Q6FJF0,PHIG:699
C9W7X1,PHIG:700
A0A0W0DPZ9,PHIG:701
K8ZK72,PHIG:702
K8Z4X7,PHIG:703
K8Z7I4,PHIG:704
A0A6C7HRI3,PHIG:705
Q9X961,PHIG:706
C9X850,PHIG:707
Q5VB04,PHIG:708
B2HK79,PHIG:709
P0CY28,PHIG:710
P0DJ06,PHIG:711
P0CY26,PHIG:712
M4BMH6,PHIG:713
A3M2U3,PHIG:714
Q4PA17,PHIG:715
Q4PE31,PHIG:716
P0C0F7,PHIG:717
Q4WX78,PHIG:718
P87090,PHIG:719
G4MPQ7,PHIG:720
G4MTF9,PHIG:721
G4MWS3,PHIG:722
G4MLU0,PHIG:723
G4MTF8,PHIG:724
G4NBN8,PHIG:725
G4MVY2,PHIG:726
G4NA54,PHIG:727
G4N1Y8,PHIG:728
P0CT49,PHIG:729
Q9C402,PHIG:730
A0A0E0V727,PHIG:731
A0A086VCI7,PHIG:732
L2FD62,PHIG:733
L2FQR9,PHIG:734
F2SSE4,PHIG:735
J4KLP9,PHIG:736
J4UUB6,PHIG:737
P31780,PHIG:738
K5UT82,PHIG:739
I1RC07,PHIG:740
B8N780,PHIG:741
B8NBX4,PHIG:742
S7WC30,PHIG:743
C0RH22,PHIG:744
C0RLV2,PHIG:745
C0RM94,PHIG:746
C0RKL0,PHIG:747
C0RHP4,PHIG:748
C0RLR2,PHIG:749
C0RJX0,PHIG:750
C0RG76,PHIG:751
C0RH54,PHIG:752
C0RL72,PHIG:753
C0RI72,PHIG:754
C0RH74,PHIG:755
C0RLK7,PHIG:756
C0RE70,PHIG:757
C0RLE7,PHIG:758
C0RMC2,PHIG:759
C0RL06,PHIG:760
C0RKI1,PHIG:761
C0RLS8,PHIG:762
C0RII4,PHIG:763
C0RKI3,PHIG:764
Q55996,PHIG:765
Q0P7K6,PHIG:766
Q0P7J0,PHIG:767
Q4WRR0,PHIG:768
Q4WER9,PHIG:769
B8N096,PHIG:770
G2WVA9,PHIG:771
P0AC51,PHIG:772
I1RG19,PHIG:773
G0LUT6,PHIG:774
D3ERG1,PHIG:775
J9VHR6,PHIG:776
C3VHN8,PHIG:777
P19247,PHIG:778
P0A1P6,PHIG:779
H9AWW9,PHIG:780
J7H6V8,PHIG:781
J7H173,PHIG:782
C9ZB67,PHIG:783
J4UN91,PHIG:784
P0C1S0,PHIG:785
Q8PG84,PHIG:786
G4NGB5,PHIG:787
A0A0A0RM07,PHIG:788
G4YTW4,PHIG:789
Q00363,PHIG:790
N1PIZ7,PHIG:791
D5KLB3,PHIG:792
D5KLB5,PHIG:793
A0A0H2UX24,PHIG:794
A0A023NA98,PHIG:795
Q18CX3,PHIG:796
A0A194WAB9,PHIG:797
A0A194VYT4,PHIG:798
A0A194W5I0,PHIG:799
A0A194VXQ8,PHIG:800
A0A194VTS2,PHIG:801
A0A194VUA1,PHIG:802
Q6DL91,PHIG:803
Q8Y9I8,PHIG:804
Q8Y9V5,PHIG:805
V6RR76,PHIG:806
I1RN81,PHIG:807
A0A098DKM1,PHIG:808
V6QUU6,PHIG:809
I1R9M1,PHIG:810
Q8RSY1,PHIG:811
I1RWW4,PHIG:812
I1S0C0,PHIG:813
B7UM99,PHIG:814
Q8X482,PHIG:815
E7AEJ2,PHIG:816
Q0ZB06,PHIG:817
E4QWW6,PHIG:818
A0A4Q2TW30,PHIG:819
G4N0T8,PHIG:820
J9W453,PHIG:821
A0A2I6AXF9,PHIG:822
B2IM27,PHIG:823
Q9R2W8,PHIG:824
B2IMI0,PHIG:825
B2IQ18,PHIG:826
B2IMM7,PHIG:827
B2IPD1,PHIG:828
P0A452,PHIG:829
D4I7B7,PHIG:830
D4HWX6,PHIG:831
P96320,PHIG:832
P10653,PHIG:833
Q9HVI8,PHIG:834
J9VKY7,PHIG:835
G5EHD3,PHIG:836
A0A0F6B136,PHIG:837
Q0QWD8,PHIG:838
I1S5P3,PHIG:839
I1S215,PHIG:840
G4MYP1,PHIG:841
A0A1B0RFQ0,PHIG:842
Q9I648,PHIG:843
Q8Y1X8,PHIG:844
Q9I6V6,PHIG:845
Q4WR67,PHIG:847
Q4WLV8,PHIG:848
Q4WY05,PHIG:849
Q4WVQ7,PHIG:850
A0A063C6W8,PHIG:851
N4WHE3,PHIG:852
O05858,PHIG:853
C5W022,PHIG:854
A1XDS9,PHIG:855
Q0GPY7,PHIG:856
D3H539,PHIG:857
B8NT64,PHIG:858
A0A7U2QZR2,PHIG:859
B8N2G1,PHIG:860
Q4WPX2,PHIG:861
Q4WY82,PHIG:862
E9NYS9,PHIG:863
Q5GZJ5,PHIG:864
Q5GYY4,PHIG:865
Q5GZJ3,PHIG:866
Q5GYW0,PHIG:867
Q5GZN6,PHIG:868
Q5GYW9,PHIG:869
G4MZ63,PHIG:870
G4MV96,PHIG:871
Q46439,PHIG:872
A0A023UJQ9,PHIG:873
G4NH08,PHIG:874
Q0P7J4,PHIG:875
Q9K2Y6,PHIG:876
Q0P7J3,PHIG:877
Q0P7J6,PHIG:878
P08191,PHIG:879
Q0P7J5,PHIG:880
P09983,PHIG:881
Q46962,PHIG:882
P13720,PHIG:883
Q9LCC7,PHIG:884
Q0P7J7,PHIG:885
D0ZCA6,PHIG:886
A4RE77,PHIG:887
J9VH50,PHIG:888
J4W0P2,PHIG:889
O00094,PHIG:890
A1TM76,PHIG:891
A1TM68,PHIG:892
Q8XBV2,PHIG:893
Q4WIQ3,PHIG:894
Q4W9X3,PHIG:895
Q4WC12,PHIG:896
Q875J4,PHIG:897
Q4WWT7,PHIG:898
Q4WGK7,PHIG:899
Q4WTL8,PHIG:900
Q4WUI1,PHIG:901
Q4WEI0,PHIG:902
Q9LVT1,PHIG:903
Q9LZ25,PHIG:904
Q9SZA7,PHIG:905
Q8J0U4,PHIG:906
P0A9I5,PHIG:907
P0AAL0,PHIG:908
P0AF32,PHIG:909
P33934,PHIG:910
P0ABL3,PHIG:911
P0AAL3,PHIG:912
P0ABL5,PHIG:913
P0AF26,PHIG:914
P19319,PHIG:915
P11349,PHIG:916
P09152,PHIG:917
P33937,PHIG:918
P11350,PHIG:919
P19318,PHIG:920
P19317,PHIG:921
Q8TG14,PHIG:922
Q5AA09,PHIG:923
Q883C0,PHIG:924
G4ZQS2,PHIG:925
A0A1D9Q5R5,PHIG:926
A7E8H4,PHIG:927
B9J010,PHIG:928
B7HJA5,PHIG:929
B7HJA4,PHIG:930
B7HJA7,PHIG:931
B7HJA6,PHIG:932
B7HJA9,PHIG:933
B7HJA8,PHIG:934
Q5A7S7,PHIG:935
P9WNI7,PHIG:936
A0A0E3GIM3,PHIG:937
Q48S41,PHIG:938
G4MTG9,PHIG:939
H8ZZ79,PHIG:940
Q4TVQ0,PHIG:941
Q9X399,PHIG:942
A0A384JGZ2,PHIG:943
D0ZWU0,PHIG:944
Q72SM7,PHIG:945
G1UB65,PHIG:946
Q72V39,PHIG:947
Q9UV32,PHIG:948
A0A384JU41,PHIG:949
I1RL06,PHIG:950
I1S2J9,PHIG:951
G5A0G9,PHIG:952
A0A0D5SDQ0,PHIG:953
Q6X9S4,PHIG:954
Q59WW8,PHIG:955
Q59XR9,PHIG:956
Q59WW7,PHIG:957
Q88A90,PHIG:958
Q7BI20,PHIG:959
Q96UQ6,PHIG:960
Q96UR0,PHIG:961
Q5A1D3,PHIG:962
Q5AAG6,PHIG:963
Q92207,PHIG:964
A0A1D8PT38,PHIG:965
A4VX44,PHIG:966
Q0P9C8,PHIG:967
A0A0H2ZMA3,PHIG:968
Q5AHA0,PHIG:969
O42696,PHIG:970
O42695,PHIG:971
G4MZM4,PHIG:972
N1NKQ7,PHIG:973
G7RUY1,PHIG:974
G5EH72,PHIG:975
G4MTK2,PHIG:976
A4R5F6,PHIG:977
Q4ZXG1,PHIG:978
Q4ZXM6,PHIG:979
Q4ZY22,PHIG:980
Q4ZZI8,PHIG:981
Q4ZM64,PHIG:982
Q5AC06,PHIG:983
A0ST42,PHIG:984
P0A7F6,PHIG:985
P21169,PHIG:986
P09158,PHIG:987
P0AAF1,PHIG:988
P60651,PHIG:989
