ID,LABEL
PHIPO:0000352,normal formation of pathogen penetration structure prior to entry into host
PHIPO:0000353,obsolete normal penetration of host by pathogen
PHIPO:0000355,pathogen penetration into host absent
PHIPO:0000356,obsolete abnormal penetration of host by pathogen
PHIPO:0000358,obsolete non-functional pathogen penetration structure in contact with host
PHIPO:0000359,decreased pathogen penetration into host
PHIPO:0000360,increased pathogen penetration into host
PHIPO:0000361,delayed pathogen penetration into host
PHIPO:0000362,premature pathogen penetration into host
PHIPO:0000363,absence of pathogen growth within host
PHIPO:0000364,obsolete abnormal pathogen growth within host
PHIPO:0000365,decreased pathogen growth within host
PHIPO:0000366,delayed timing of pathogen growth within host
PHIPO:0000367,premature pathogen growth within host
PHIPO:0000368,increased pathogen growth within host
PHIPO:0000369,abnormal formation of pathogen penetration structure when near host
PHIPO:0000370,obsolete pathogen penetration structure absent when near host
PHIPO:0000371,decreased number of pathogen penetration structure when near host
PHIPO:0000372,decreased size of pathogen penetration structure when near host
PHIPO:0000373,increased number of pathogen penetration structure when near host
PHIPO:0000374,increased size of pathogen penetration structure when near host
PHIPO:0000375,delayed timing of pathogen penetration structure formation when near host
PHIPO:0000376,premature pathogen penetration structure formation when near host
PHIPO:0000377,resistance to carboxin
PHIPO:0000378,sensitive to carboxin
PHIPO:0000379,abnormal cell wall organization
PHIPO:0000380,normal transporter activity
PHIPO:0000381,resistance to benomyl
PHIPO:0000382,resistance to diethofencarb
PHIPO:0000383,resistance to carbendazim
PHIPO:0000384,resistance to thiophanate methyl
PHIPO:0000385,resistance to oxolinic acid
PHIPO:0000386,resistance to naftifine
PHIPO:0000387,resistance to terbinafine
PHIPO:0000388,resistance to azoxystrobin
PHIPO:0000389,resistance to iprodione
PHIPO:0000390,sensitive to diethofencarb
PHIPO:0000391,sensitive to carbendazim
PHIPO:0000392,sensitive to thiophanate methyl
PHIPO:0000393,sensitive to oxolinic acid
PHIPO:0000394,sensitive to naftifine
PHIPO:0000395,sensitive to terbinafine
PHIPO:0000396,sensitive to azoxystrobin
PHIPO:0000397,sensitive to iprodione
PHIPO:0000398,sensitive to benomyl
PHIPO:0000399,obsolete abnormal phialide morphology
PHIPO:0000400,abnormal cellular component organization
PHIPO:0000401,obsolete normal phialide morphology
PHIPO:0000402,individual organism phenotype
PHIPO:0000403,normal cell phenotype
PHIPO:0000404,abnormal cell phenotype
PHIPO:0000405,normal unicellular population growth
PHIPO:0000406,nucleus absent
PHIPO:0000407,cellular component organization phenotype
PHIPO:0000408,obsolete morphology phenotype
PHIPO:0000409,transporter activity phenotype
PHIPO:0000410,decreased asexual spore germination frequency
PHIPO:0000411,molecular function phenotype
PHIPO:0000413,abnormal molecular function
PHIPO:0000414,abnormal unicellular population growth
PHIPO:0000415,abnormal subcellular component
PHIPO:0000416,normal molecular function
PHIPO:0000417,obsolete abnormal pathogen host interaction pathogen carbohydrate binding phenotype
PHIPO:0000418,normal carbohydrate binding
PHIPO:0000419,abnormal carbohydrate binding
PHIPO:0000420,normal pathogen chitin fragment binding
PHIPO:0000421,abolished carbohydrate binding
PHIPO:0000422,altered carbohydrate binding specificity
PHIPO:0000423,decreased carbohydrate binding
PHIPO:0000424,increased carbohydrate binding
PHIPO:0000425,obsolete pathogen host interaction pathogen carbohydrate binding phenotype
PHIPO:0000426,obsolete presence of pathogen chitinase binding to pathogen chitin fragments within host interaction
PHIPO:0000427,obsolete pathogen chitin binding to host chitinase present
PHIPO:0000428,obsolete normal pathogen host interaction pathogen carbohydrate binding phenotype
PHIPO:0000429,obsolete normal pathogen and host chitinases bind pathogen chitin and chitin fragments
PHIPO:0000430,carbohydrate binding phenotype
PHIPO:0000431,abolished pathogen chitin fragment binding
PHIPO:0000432,catalytic activity phenotype
PHIPO:0000433,normal catalytic activity
PHIPO:0000434,abnormal catalytic activity
PHIPO:0000435,abolished catalytic activity
PHIPO:0000436,decreased catalytic activity
PHIPO:0000437,increased catalytic activity
PHIPO:0000438,altered substrate specificity
PHIPO:0000439,pathogen reproductive phenotype within host
PHIPO:0000440,normal pathogen reproductive phenotype within host
PHIPO:0000441,abnormal pathogen reproductive phenotype within host
PHIPO:0000442,normal pathogen asexual reproduction within host
PHIPO:0000443,normal pathogen sexual reproduction within host
PHIPO:0000444,decreased number of asexual pathogen spores within host
PHIPO:0000445,pathogen host interaction host lesion formation phenotype
PHIPO:0000446,host cell death phenotype
PHIPO:0000447,increased number of asexual pathogen spores within host
PHIPO:0000448,abnormal number of asexual pathogen spores within host
PHIPO:0000449,abnormal pathogen asexual reproduction within host
PHIPO:0000450,normal pathogen peptidase activity
PHIPO:0000461,presence of pathogen-associated host defense induced lesions
PHIPO:0000463,subcellular component phenotype
PHIPO:0000464,obsolete host necrotic cell death phenotype in response to pathogen
PHIPO:0000465,absence of pathogen necrotrophic effector-mediated host programmed cell death
PHIPO:0000466,obsolete host necrotic cell death by pathogen induced hypersensitive response
PHIPO:0000467,presence of effector-independent host hypersensitive response
PHIPO:0000468,absence of pathogen asexual spores within host
PHIPO:0000469,abnormal pathogen asexual sporulation within host
PHIPO:0000470,obsolete location of pathogen growth within host phenotype
PHIPO:0000472,normal pathogen asexual sporulation within host
PHIPO:0000473,presence of pathogen asexual spores within host
PHIPO:0000474,abnormal number of lipid droplets
PHIPO:0000475,decreased size of lipid droplet
PHIPO:0000477,presence of pathogen necrotrophic effector-mediated host programmed cell death
PHIPO:0000478,lipid droplet phenotype
PHIPO:0000479,increased size of lipid droplet
PHIPO:0000480,presence of pathogen-associated host lesions
PHIPO:0000481,absence of pathogen-associated host lesions
PHIPO:0000483,obsolete normal pathogen host interaction phenotype
PHIPO:0000484,obsolete abnormal pathogen host interaction phenotype
PHIPO:0000492,metabolic process phenotype
PHIPO:0000493,primary metabolic process phenotype
PHIPO:0000494,secondary metabolic process phenotype
PHIPO:0000495,secondary metabolite biosynthetic process phenotype
PHIPO:0000496,toxin biosynthetic process phenotype
PHIPO:0000497,normal toxin biosynthetic process
PHIPO:0000498,abnormal toxin biosynthetic process
PHIPO:0000499,obsolete normal synthesis of deoxynivalenol
PHIPO:0000500,obsolete abnormal biosynthesis of deoxynivalenol
PHIPO:0000501,obsolete increased level of deoxynivalenol
PHIPO:0000502,obsolete decreased level of deoxynivalenol
PHIPO:0000503,obsolete deoxynivalenol absent from cell
PHIPO:0000504,obsolete deoxynivalenol present
PHIPO:0000505,phenotype
PHIPO:0000506,obsolete single species
PHIPO:0000507,obsolete pathogen host interaction
PHIPO:0000509,population phenotype
PHIPO:0000510,pathogen host interaction cell phenotype
PHIPO:0000511,obsolete pathogen host interaction cell population phenotype
PHIPO:0000512,obsolete pathogen host interaction host tissue phenotype
PHIPO:0000513,inviable population
PHIPO:0000514,population viability phenotype
PHIPO:0000517,lipid droplets present in increased numbers
PHIPO:0000518,lipid droplets present in normal numbers
PHIPO:0000519,resistance to piperacillin
PHIPO:0000520,resistance to florfenicol
PHIPO:0000521,resistance to boscalid
PHIPO:0000523,resistance to sordarin
PHIPO:0000524,resistance to ketoconazole
PHIPO:0000526,resistance to carbenicillin
PHIPO:0000527,resistance to enrofloxacin
PHIPO:0000528,resistance to prochloraz
PHIPO:0000529,resistance to virginiamycin
PHIPO:0000530,resistance to triadimefon
PHIPO:0000531,resistance to cercosporamide
PHIPO:0000532,resistance to oxytetracycline
PHIPO:0000533,resistance to gramicidin D
PHIPO:0000534,resistance to actinomycin D
PHIPO:0000536,resistance to triclosan
PHIPO:0000537,resistance to captan
PHIPO:0000538,resistance to isoniazid
PHIPO:0000539,resistance to ciprofloxacin
PHIPO:0000541,resistance to benznidazole
PHIPO:0000542,resistance to ethambutol
PHIPO:0000543,resistance to teicoplanin
PHIPO:0000544,resistance to cycloheximide
PHIPO:0000545,resistance to chlorothalonil
PHIPO:0000546,resistance to cefotetan
PHIPO:0000548,resistance to hygromycin B
PHIPO:0000549,resistance to triclabendazole
PHIPO:0000550,resistance to ampicillin
PHIPO:0000551,resistance to brassinin
PHIPO:0000553,resistance to aztreonam
PHIPO:0000554,resistance to nisin
PHIPO:0000555,resistance to tetracycline
PHIPO:0000556,resistance to moxifloxacin
PHIPO:0000557,resistance to myriocin
PHIPO:0000558,resistance to benzylpenicillin
PHIPO:0000559,resistance to latrunculin A
PHIPO:0000560,resistance to clindamycin
PHIPO:0000561,resistance to tylosin
PHIPO:0000562,resistance to trovafloxacin
PHIPO:0000563,resistance to furazolidone
PHIPO:0000564,resistance to mecillinam
PHIPO:0000565,resistance to cefixime
PHIPO:0000566,resistance to tridemorph
PHIPO:0000567,resistance to mancozeb
PHIPO:0000569,resistance to netilmicin
PHIPO:0000570,resistance to sulfanilamide
PHIPO:0000571,resistance to leptomycin B
PHIPO:0000572,resistance to bleomycin
PHIPO:0000573,resistance to gentamycin C1
PHIPO:0000574,resistance to pyrazinecarboxamide
PHIPO:0000575,resistance to micafungin
PHIPO:0000576,resistance to strobilurin A
PHIPO:0000577,resistance to nikkomycin Z
PHIPO:0000578,resistance to nifurtimox
PHIPO:0000579,resistance to rotenone
PHIPO:0000580,resistance to sulfadimethoxine
PHIPO:0000581,resistance to flucytosine
PHIPO:0000582,resistance to cefuroxime
PHIPO:0000583,resistance to antimycin A
PHIPO:0000584,resistance to brefeldin A
PHIPO:0000586,resistance to anidulafungin
PHIPO:0000587,resistance to vinclozolin
PHIPO:0000588,resistance to trimethoprim
PHIPO:0000589,resistance to mupirocin
PHIPO:0000590,resistance to voriconazole
PHIPO:0000591,resistance to alexidine
PHIPO:0000592,resistance to fludioxonil
PHIPO:0000593,resistance to oxacillin
PHIPO:0000594,resistance to cefpodoxime proxetil
PHIPO:0000596,resistance to eflornithine
PHIPO:0000597,resistance to polymyxin B1
PHIPO:0000598,resistance to pyrimethanil
PHIPO:0000599,resistance to telithromycin
PHIPO:0000600,resistance to capreomycin
PHIPO:0000601,resistance to amikacin
PHIPO:0000602,resistance to ethionamide
PHIPO:0000603,resistance to doxycycline
PHIPO:0000604,resistance to meropenem
PHIPO:0000605,resistance to 4-aminosalicylic acid
PHIPO:0000606,resistance to rifampicin
PHIPO:0000607,resistance to flutriafol
PHIPO:0000608,resistance to rifabutin
PHIPO:0000609,resistance to nalidixic acid
PHIPO:0000610,resistance to linezolid
PHIPO:0000611,resistance to fusidic acid
PHIPO:0000612,resistance to tunicamycin
PHIPO:0000613,resistance to epoxyconazole
PHIPO:0000615,resistance to D-cycloserine
PHIPO:0000616,resistance to kanamycin A
PHIPO:0000617,resistance to verapamil
PHIPO:0000618,resistance to streptomycin sulfate
PHIPO:0000619,resistance to farnesol
PHIPO:0000620,resistance to fenpropidin
PHIPO:0000621,resistance to gatifloxacin
PHIPO:0000622,resistance to erythromycin A
PHIPO:0000623,resistance to bifonazole
PHIPO:0000624,resistance to azithromycin
PHIPO:0000625,resistance to posaconazole
PHIPO:0000626,resistance to prothionamide
PHIPO:0000627,resistance to copper
PHIPO:0000628,resistance to resveratrol
PHIPO:0000629,resistance to colistin
PHIPO:0000630,resistance to oligomycin
PHIPO:0000631,resistance to cefepime
PHIPO:0000632,resistance to hydrogen peroxide
PHIPO:0000633,resistance to tigecycline
PHIPO:0000634,resistance to tricyclazole
PHIPO:0000635,resistance to closantel
PHIPO:0000636,resistance to diniconazole
